Date,Open,High,Low,Close,Adj Close
7/1/2021,28832.41016,28852.31055,27272.49023,27283.58984,27283.58984
8/1/2021,27493.32031,28279.80078,26954.81055,28089.53906,28089.53906
9/1/2021,28179.03906,30795.7793,28179.03906,29452.66016,29452.66016
10/1/2021,29235.10938,29489.10938,27293.61914,28892.68945,28892.68945
11/1/2021,29330.67969,29960.92969,27819.14063,27821.75977,27821.75977
12/1/2021,27866.73047,29121.00977,27588.60938,28791.71094,28791.71094
1/1/2022,29098.41016,29388.16016,26044.51953,27001.98047,27001.98047
2/1/2022,27167.14063,27880.69922,25775.64063,26526.82031,26526.82031
3/1/2022,26836.74023,28338.81055,24681.74023,27821.42969,27821.42969
4/1/2022,27624.10938,27965.93945,26051.03906,26847.90039,26847.90039
5/1/2022,26851.09961,27463.33008,25688.10938,27279.80078,27279.80078
6/1/2022,27295.63086,28389.75,25520.23047,26393.03906,26393.03906
7/1/2022,26460.71094,28015.67969,25841.75,27801.64063,27801.64063
8/1/2022,27813.82031,29222.76953,27530.59961,28091.5293,28091.5293
9/1/2022,27797,28659.75977,25805.58984,25937.21094,25937.21094
10/1/2022,25778.94922,27602.99023,25621.96094,27587.46094,27587.46094
11/1/2022,27614.64063,28502.28906,27032.01953,27968.99023,27968.99023
12/1/2022,28273.13086,28423.46094,25953.91992,26094.5,26094.5
1/1/2023,25834.92969,27502.15039,25661.89063,27327.10938,27327.10938
2/1/2023,27483.41016,27821.2207,27046.08008,27445.56055,27445.56055
3/1/2023,27363.57031,28734.78906,26632.91992,28041.48047,28041.48047
4/1/2023,28203.34961,28879.24023,27427.66016,28856.43945,28856.43945
5/1/2023,29058.05078,31560.42969,28931.81055,30887.88086,30887.88086
6/1/2023,30886.00977,33772.89063,30853.43945,33189.03906,33189.03906
7/1/2023,33517.60156,33762.80859,31791.71094,33172.21875,33172.21875
8/1/2023,33292.30859,33488.76953,31275.25,32619.33984,32619.33984
9/1/2023,32521.15039,33634.30859,31674.41992,31857.61914,31857.61914
10/1/2023,32101.9707,32533.08008,30487.66992,31269.91992,31269.91992
